0.380952380952381,0,0.25,0,0.363636363636364,0,0.857142857142857,0.071428571428571
0.80952380952381,1,0.75,1,0.363636363636364,1,0.857142857142857,0.071428571428571
0,0,0.25,0,0,0,0,0.071428571428571
0.904761904761905,0,0.5,1,0.727272727272727,0.98,0.857142857142857,0.071428571428571
0.428571428571429,0,0.25,0,0,0,0.857142857142857,0.071428571428571
0.428571428571429,0,0.25,0,0,0,0,0.071428571428571
0.80952380952381,0,0.25,0,0,0,0,0.071428571428571
0.380952380952381,0,0.25,1,0.636363636363636,0.84,0,0
0.428571428571429,0,0.25,0,0.363636363636364,0,0.857142857142857,0.071428571428571
0.904761904761905,1,0.75,1,0.363636363636364,0.84,0.714285714285714,0.285714285714286
0.80952380952381,0,0,1,0.636363636363636,0,0.857142857142857,0
0.904761904761905,0,0,1,0,1,0.857142857142857,0
0.904761904761905,0,0.25,0,0.636363636363636,0.98,0,0.071428571428571
0.428571428571429,1,0.5,1,0.363636363636364,0.84,0.857142857142857,0
0.428571428571429,0,0.25,0,0,0,0,0
0.904761904761905,0,0.75,1,0.636363636363636,0,0.857142857142857,0
0.80952380952381,0,0.75,1,0.636363636363636,1,0.857142857142857,0
0.380952380952381,0,0,0,0,0,0,0
0.904761904761905,1,0.75,1,0,0.84,0.857142857142857,0.071428571428571
0.428571428571429,0,0.25,0,0,0,0.857142857142857,0.071428571428571
0.380952380952381,0,0.25,0,0,0,0.857142857142857,0.071428571428571
0.380952380952381,0,0.25,0,0,0,0.857142857142857,0.071428571428571
0,0,0,0,0,0,0,0
0.428571428571429,0,0.25,0,0,0,0,0
0.428571428571429,0,0.5,1,0.363636363636364,0,0.714285714285714,0
0.80952380952381,0,0.25,0,0,0,0.857142857142857,0.071428571428571
0.380952380952381,0,0,0,0,0,0.857142857142857,0.071428571428571
0.80952380952381,1,0.75,1,0.727272727272727,1,0.857142857142857,0.071428571428571
0,0,0.25,0,0,0,0,0
0,0,0.75,0,0.636363636363636,0.84,0,0.071428571428571
0.428571428571429,1,0.75,0,0.363636363636364,0,0.857142857142857,0.285714285714286
0.428571428571429,1,0.25,0,0,0,0,0.285714285714286
0.380952380952381,0,0.25,0,0,0,0,0.071428571428571
0.428571428571429,0,0.25,0,0,0,0.857142857142857,0.071428571428571
0.904761904761905,1,0.75,0,0.727272727272727,0.98,0,0.285714285714286
0.428571428571429,0,0,0,0,0,0,0.071428571428571
0.380952380952381,0,0.25,0,0,0,0,0.285714285714286
0,0,0,0,0,0,0,0
0.380952380952381,0,0.25,0,0,0,0.857142857142857,0
0.428571428571429,0,0.25,0,0,0,0,0
0.380952380952381,0,0.5,1,0,0.84,0.714285714285714,0.071428571428571
0,0,0.25,0,0.363636363636364,0,0,0
0,0,0,0,0,0.98,0.714285714285714,0
0.428571428571429,0,0,0,0.363636363636364,0,0.857142857142857,0.071428571428571
0.380952380952381,0,0.25,0,0,0,0.857142857142857,0.071428571428571
0,0,0,0,0,0,0,0
0.904761904761905,0,0,1,0.636363636363636,0,0.857142857142857,0
0.80952380952381,1,0.75,1,0.727272727272727,0.98,0,0.071428571428571
0.380952380952381,0,0.25,0,0,0,0,0.071428571428571
0.380952380952381,0,0.25,0,0.727272727272727,0,0.714285714285714,0
0.428571428571429,0,0,0,0,0,0.714285714285714,0
0.428571428571429,0,0,0,0,0,0,0
0.380952380952381,1,0.25,0,0,0,0.857142857142857,0.071428571428571
